ID,Handle,Title,Body HTML,Vendor,Type,Tags,Created At,Updated At,Status,Image Src,Image Position,Variant ID,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Barcode,Variant Image,Variant Price,Variant Compare At Price,Variant Inventory Qty,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: product.Geschlecht [single_line_text_field],Metafield: product.Marke [single_line_text_field],Metafield: product.Altersgruppe [single_line_text_field],Metafield: product.Modell [single_line_text_field],Metafield: product.IntroDE [multi_line_text_field],Metafield: product.DescriptionDE [multi_line_text_field],Metafield: product.FeaturesDE [multi_line_text_field],Metafield: product.Material [multi_line_text_field],Metafield: product.Innenmaterial [multi_line_text_field],Metafield: product.Sohle [multi_line_text_field],Metafield: product.Innensohle [multi_line_text_field],Metafield: product.1Kategorie [single_line_text_field],Metafield: product.2Erlebnisbereich [single_line_text_field],Metafield: product.3Hauptgruppe [single_line_text_field],Metafield: product.4Untergruppe [single_line_text_field],Metafield: product.Produktbereich [single_line_text_field],Metafield: product.Produktgruppe [single_line_text_field],Metafield: product.Produktart [single_line_text_field]
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7-side_496aecea-d871-400e-8626-aa6ca210022f.jpg?v=1697144444,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7-side2.jpg?v=1697144446,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7b.jpg?v=1697144449,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7a.jpg?v=1697144453,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7e.jpg?v=1697144456,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7c.jpg?v=1697144460,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945927393496,zovoz-sonnenbrille-reha-1,ZOVOZ Sonnenbrille Reha,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:28:55 +0100,2024-08-10 04:02:34 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2041M-7d.jpg?v=1697144464,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,"<h2>ZOVOZ Sonnenbrille Icarus - im Outlet Sale</h2>
<p>Der Name Icarus hat seinen Ursprung in der griechischen Mythologie und bezieht sich auf den Helden, der durch seine unüberlegten Handlungen und seine Arroganz unterging. Diese Lektion lehrt uns, dass wir uns immer vor Übermut und Selbstüberschätzung in Acht nehmen sollten. Unsere Icarus Sonnenbrille ist jedoch anders. Mit ihrem innovativen Federscharnier-Mechanismus, dem eleganten Zebraholz-Bügel und den polarisierten UV400 Linsen, die vor schädlichen Strahlen schützen, ist diese Sonnenbrille eine perfekte Wahl für alle, die sowohl Schutz als auch Stil suchen. Sie wird Ihnen helfen, sich sicher und selbstbewusst zu fühlen, und gleichzeitig Ihren Look zu vervollständigen.</p>",ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-side-left.jpg?v=1697144706,1,43686297895128,Farbe,gold-2,Grösse,Adult,1513-2-Adult,7612136100627,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-side-left.jpg?v=1697144706,49.99,99,22,,,Unisex,ZOVOZ,Erwachsen,Icarus,,"Der Name Icarus hat seinen Ursprung in der griechischen Mythologie und bezieht sich auf den Helden, der durch seine unüberlegten Handlungen und seine Arroganz unterging. Diese Lektion lehrt uns, dass wir uns immer vor Übermut und Selbstüberschätzung in Acht nehmen sollten. Unsere Icarus Sonnenbrille ist jedoch anders. Mit ihrem innovativen Federscharnier-Mechanismus, dem eleganten Zebraholz-Bügel und den polarisierten UV400 Linsen, die vor schädlichen Strahlen schützen, ist diese Sonnenbrille eine perfekte Wahl für alle, die sowohl Schutz als auch Stil suchen. Sie wird Ihnen helfen, sich sicher und selbstbewusst zu fühlen, und gleichzeitig Ihren Look zu vervollständigen.","1. spring hinge 
 2.zebra wood temple
 3.UV400 POLARIZED lens",,,,,Hartware,Freizeit / Mode,Brillen,Sonnenbrillen He/Uni,Freizeit & Mode,Brillen,Sonnenbrillen
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-front.jpg?v=1685203500,2,43686297927896,Farbe,black-15,Grösse,Adult,1513-15-Adult,7612136100634,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-side-left.jpg?v=1697144737,49.99,99,25,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-side.jpg?v=1685203501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-side2.jpg?v=1685203502,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2-side-right-box.jpg?v=1697144718,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2a.jpg?v=1697144721,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2b.jpg?v=1697144723,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2e.jpg?v=1697144726,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2c.jpg?v=1697144729,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-2d.jpg?v=1697144733,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-side-left.jpg?v=1697144737,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-front.jpg?v=1685203510,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-side.jpg?v=1697144744,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-side2.jpg?v=1697144747,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15-side-right-box.jpg?v=1685203510,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15a.jpg?v=1697144753,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15b.jpg?v=1685203509,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15e.jpg?v=1697144759,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15c.jpg?v=1697144762,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945928638680,zovoz-sonnenbrille-icarus,ZOVOZ Sonnenbrille Icarus,,ZOVOZ,Brillen,"Bereich_Freizeit / Mode Sommer GJ, highmargin, imagesdone, Marke_ZOVOZ, Produkteart_Brillen, Produkteart_Sonnenbrille, Produkteart_Sonnenbrillen, Typ_Damen, Typ_Herren",2023-02-17 15:29:46 +0100,2024-08-14 11:52:45 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/1513-15d.jpg?v=1697144765,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961197248728,kinzo-haushaltsartikel-pinsel-50mm-acrylic-base,Kinzo Haushaltsartikel Pinsel 50mm acrylic base,Kinzo Haushaltsartikel Pinsel 50mm acrylic base,Kinzo,,"EDCO14032023, Marke_Kinzo, Produkteart_Haushaltsartikel, Produkteart_Wohnen & Dekoration, s6",2023-03-14 11:18:23 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/Flachpinsel-50mm-rotHn2tjV4lDe9dt.jpg?v=1687933857,1,43730577981656,Title,Default Title,,,871125215605,8711252156057,,2.99,5,27,,,Unisex,Kinzo,Erwachsen,Pinsel 50mm acrylic base,,,,Eva Foam (Eva),,,,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,,,
7955192840408,geschenktute-katze-im-garten-gross,"Geschenktüte 'Katze im Garten', groß","<p>Hübsche Geschenktasche aus stabilem Papier mit Katzen-Motiv für Gläser, Flaschen, Mitbringsel und Geschenke vieler Art.</p>
<p>Größe: 25 x 8,5 x 34 cm</p>",Weck,Aufbewahrung,"<10Fr., Haushalt, s6",2023-03-03 14:22:14 +0100,2024-08-12 12:37:11 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/13582_0__AMS-58392.jpg?v=1697146216,1,43713356366040,Title,Default Title,,,10157,4015861583926,,3.49,,21,,,Unisex,Weck,Erwachsen,,,,,,,,,Nonfood,Küche & Bar,Aufbewahrung,Kordeln / Bänder / Klammern,Küche & Bar,Aufbewahrung,Kordeln & Klammern
7965940121816,kuchenspachtelzange,Küchenspachtelzange,Küchenspachtelzange<br>1 Stück<br>,Outlet King Spiez,,"NPLS23, Produkteart_Kochen & Backen",2023-03-23 14:45:53 +0100,2024-08-10 17:45:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/243861_large_png.webp?v=1684622979,1,43744252395736,Title,Default Title,,,70566,8715986705666,,1,6,25,,,Unisex,,Erwachsen,,,,,,,,,,,,,,,
7965958340824,gel-poliermittel-entferner-set,Gel-Poliermittel-Entferner-Set,"<p>Material: PS, Holz, Baumwolle; Größe Holzstab: 7,5cm, Größe Wattepad: 5.8x3.9cm; Inhalt: 10 Clips, 1 Holzstab, 20 Wattepads<br>Verpackung: PET-Fenster-Farbbox, PET-Innenschale<br>Zertifizierungen: REACH-Bericht<br></p>",Outlet King Spiez,,"Bereich_Schönheit / Körperpflege / Hygieneartikel, Produkteart_Kosmetik, Produkteart_Körper- & Zahnpflege",2023-03-23 16:07:37 +0100,2024-08-10 17:45:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/252903_large_jpeg.webp?v=1685201201,1,43744323174616,Title,Default Title,,,2620,8711568055471,,4.99,9,29,,,Unisex,,Erwachsen,,,,,,,,,,,,,,,
7950153318616,zewa-toilettenpapier-3-lagig-8x150-blatt-kamille-1,Zewa Toilettenpapier 3-lagig 8X150 Blatt Kamille,,Osma,Allgemeine Körperhygiene,"OSMAW230223, Produkteart_Körper- & Zahnpflege, s6",2023-02-23 18:01:00 +0100,2024-08-10 04:42:53 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/ff555c1fe91ef8617fdf34d38555e9f3.jpg?v=1697145117,1,43698374017240,Title,Default Title,,,6410-1,7322541443300,,5.99,,28,,,Unisex,Osma,Erwachsen,Zewa Toilettenpapier 3-lagig 8X150 Blatt Kamille,,,,,,,,Nonfood,Beauty,Allgemeine Körperhygiene,Toilettenpapier,Beauty,Allgemeine Körperhygiene,Toilettenpapier
7965953884376,optismile-zahnweiss-gele-nachfullen,OptiSmile Zahnweiß-Gele Nachfüllen,"<p>OptiSmile Zahnweiß-Gele Nachfüllpackung<br>2 x 3 ml<br><br>Verpackung: PET-Blister; Nicht-Peroxid<br><br>MSDS,SDS,CPSR,FDA,CE<br></p>",Outlet King Spiez,,"Bereich_Schönheit / Körperpflege / Hygieneartikel, Produkteart_Körper- & Zahnpflege",2023-03-23 15:44:46 +0100,2024-08-10 17:45:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/214404_large_jpg.webp?v=1690470394,1,43744306888920,Title,Default Title,,,1741,8711568033974,,2.99,5,23,,,Unisex,,Erwachsen,,,,,,,,,,,,,,,
7965953884376,optismile-zahnweiss-gele-nachfullen,OptiSmile Zahnweiß-Gele Nachfüllen,,Outlet King Spiez,,"Bereich_Schönheit / Körperpflege / Hygieneartikel, Produkteart_Körper- & Zahnpflege",2023-03-23 15:44:46 +0100,2024-08-10 17:45:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/214403_large_jpg.webp?v=1690470396,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961201770712,ohm-haushaltsartikel-becher-290ml,Ohm Haushaltsartikel Becher 290ml,"<p>Ohm Haushaltsartikel Becher 290ml</p>
<p>5 assortiert</p>",Ohm,,"EDCO14032023, Marke_Ohm, Produkteart_Haushaltsartikel, Produkteart_Kochen & Backen, s6",2023-03-14 11:19:11 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/155565_871125249533_ps-3_1_08adca2f-cfda-4463-a44d-251d4bce3072.jpg?v=1687933860,1,43730582700248,Title,Default Title,,,871125249532,8711252495323,,4.99,9,23,,,Unisex,Ohm,Erwachsen,Becher 290ml 5as,,,,Ceramic (Ce),,,,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,,,
7961201770712,ohm-haushaltsartikel-becher-290ml,Ohm Haushaltsartikel Becher 290ml,,Ohm,,"EDCO14032023, Marke_Ohm, Produkteart_Haushaltsartikel, Produkteart_Kochen & Backen, s6",2023-03-14 11:19:11 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/158752_871125249533_ps-5_5b5a670a-1a02-4434-adc8-53e4ff547589.jpg?v=1687933859,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961201770712,ohm-haushaltsartikel-becher-290ml,Ohm Haushaltsartikel Becher 290ml,,Ohm,,"EDCO14032023, Marke_Ohm, Produkteart_Haushaltsartikel, Produkteart_Kochen & Backen, s6",2023-03-14 11:19:11 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/158753_871125249533_ps-6_8cb1773f-09d8-42e4-b635-972efce4c7f6.jpg?v=1687933860,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961201770712,ohm-haushaltsartikel-becher-290ml,Ohm Haushaltsartikel Becher 290ml,,Ohm,,"EDCO14032023, Marke_Ohm, Produkteart_Haushaltsartikel, Produkteart_Kochen & Backen, s6",2023-03-14 11:19:11 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/155566_871125249533_ps-4_1_639e8966-eb79-455d-bd56-ca769831d514.jpg?v=1687933861,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961201770712,ohm-haushaltsartikel-becher-290ml,Ohm Haushaltsartikel Becher 290ml,,Ohm,,"EDCO14032023, Marke_Ohm, Produkteart_Haushaltsartikel, Produkteart_Kochen & Backen, s6",2023-03-14 11:19:11 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/155568_871125249533_ps-2_1_e32fd431-8078-428e-bc78-16bf63c5d30b.jpg?v=1687933861,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965948281048,messerset-4-schwarzer-griff,Messerset / 4 schwarzer Griff,<p>Knife set / 4 black handle</p>,Outlet King Spiez,,Produkteart_Kochen & Backen,2023-03-23 15:12:53 +0100,2024-08-10 17:45:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/243841_large_png.webp?v=1685201184,1,43744285884632,Title,Default Title,,,70535,8715986705352,,2.99,5,27,,,Unisex,,Erwachsen,,,,,,,,,,,,,,,
7959395664088,boltze-dekorationsartikel-windlicht-trax-1,Boltze Dekorationsartikel Windlicht Trax,Boltze Dekorationsartikel Windlicht Trax,Boltze,,"4S, 4Season, BOLTZE10032023, Everyday, Marke_Boltze, Produkteart_Dekorationsartikel",2023-03-10 13:26:49 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2034539-Freisteller-Hauptbild.jpg?v=1685202357,1,43725301285080,Farbe,dunkelgrau,Grösse,H 8.00 cm,2034539,4066076213313,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2034539-Freisteller-Hauptbild.jpg?v=1685202357,3.9,,34,,,Unisex,Boltze,Erwachsen,Windlicht Trax,,,,Materialmix,,,,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,Ohne Zuteilung,,,
7959395664088,boltze-dekorationsartikel-windlicht-trax-1,Boltze Dekorationsartikel Windlicht Trax,,Boltze,,"4S, 4Season, BOLTZE10032023, Everyday, Marke_Boltze, Produkteart_Dekorationsartikel",2023-03-10 13:26:49 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2034539-Freisteller-divers-2.jpg?v=1685202354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959395664088,boltze-dekorationsartikel-windlicht-trax-1,Boltze Dekorationsartikel Windlicht Trax,,Boltze,,"4S, 4Season, BOLTZE10032023, Everyday, Marke_Boltze, Produkteart_Dekorationsartikel",2023-03-10 13:26:49 +0100,2024-08-10 15:18:31 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2034539-Freisteller-divers.jpg?v=1685202356,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
