ID,Handle,Title,Body HTML,Vendor,Type,Tags,Created At,Updated At,Status,Image Src,Image Position,Variant ID,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Barcode,Variant Image,Variant Price,Variant Compare At Price,Variant Inventory Qty,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: product.Geschlecht [single_line_text_field],Metafield: product.Marke [single_line_text_field],Metafield: product.Altersgruppe [single_line_text_field],Metafield: product.Modell [single_line_text_field],Metafield: product.IntroDE [multi_line_text_field],Metafield: product.DescriptionDE [multi_line_text_field],Metafield: product.FeaturesDE [multi_line_text_field],Metafield: product.Material [multi_line_text_field],Metafield: product.Innenmaterial [multi_line_text_field],Metafield: product.Sohle [multi_line_text_field],Metafield: product.Innensohle [multi_line_text_field],Metafield: product.1Kategorie [single_line_text_field],Metafield: product.2Erlebnisbereich [single_line_text_field],Metafield: product.3Hauptgruppe [single_line_text_field],Metafield: product.4Untergruppe [single_line_text_field],Metafield: product.Produktbereich [single_line_text_field],Metafield: product.Produktgruppe [single_line_text_field],Metafield: product.Produktart [single_line_text_field]
6934002106517,weck-einkochringe-weck-39x52-40mm-10-stuck,"Weck Einkochringe, Weck, 39x52 40mm 10 Stück","<p><span data-mce-fragment=""1"">Roter Gummiring aus Naturkautschuk. BPA frei. Frei von fossilen Rohstoffen. Geeignet für Rundrandgläser (WECK System) mit entsprechendem ""RR"" Durchmesser. Zum Einkochen werden zusätzlich Klammern benötigt.</span></p>
<p>Geeignet für Spülmaschine, Backofen und Mikrowelle. Temperaturbeständig von -30° bis 120°Celsius.<br>Ergebnis eigener Testreihen, jeweils mindestens 30 Minuten:</p>
<ul class=""reinigung"">
<li class=""first"">Sehr gut bestanden: In Mikrowelle und Spülmaschine</li>
<li>Sehr gut bestanden: -30°Celsius Grad im Tiefkühler</li>
<li>Sehr gut bestanden: 100°Celsius Grad im Wasserbad</li>
<li>Sehr gut bestanden: 100°Celsius Grad im Einkochautomat</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Schnellkochtopf</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Ofen</li>
<li class=""last"">Nicht bestanden: 130°Celsius Grad im Ofen</li>
</ul>",Weck,Aufbewahrung,"<10Fr., Marke_Weck, Produkteart_Aufbewahrung, werbung1222",2021-06-22 14:17:36 +0200,2024-08-10 17:16:59 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/WeckEinkochringe40mm.jpg?v=1690540557,1,40422068650133,Title,Default Title,,,E40,4011162039117,,1.39,,346,,,Unisex,Weck,Erwachsen,,,,,,,,,Nonfood,Küche & Bar,Aufbewahrung,Lebensmittel- / Getränkebehälter,Küche & Bar,Aufbewahrung,Lebensmittel & Getränkebehälter
6949807194261,anspitzer,Anspitzer,"<p>pencil sharpener 5cm, pp, back to school design for blistercard,  colors(1..2), 90x25x200mm, blistercard</p>
<p>Die Farbe des Artikels wird durch Zufallsprinzip ausgewählt.</p>",-,Schreibwaren,"<10Fr., Haushalt, Papeterie & Mercerie, Produkteart_Schreiben & Zeichnen",2021-06-29 17:31:05 +0200,2024-08-15 15:21:37 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/anspitzer-outlet-king-spiez-936237.jpg?v=1690540609,1,40481507934357,Title,Default Title,,,110710010,8719202531381,,1.99,4,60,,,Unisex,-,Erwachsen,,,,,,,,,Nonfood,Büro & Papeterie,Schreibwaren,Spitzer,Büro & Papeterie,Schreibwaren,Spitzer
6934124920981,weck-einweck-klammern-12-stuck,"Weck Einweck Klammern, 12 Stück","<p><span data-mce-fragment=""1"">Klammer aus Edelstahl für das WECK-System. Dient dazu, den Glasdeckel fest auf dem Glas zu fixieren. Passend für alle RR Grössen. Unentbehrlich zum Einkochen. Dabei werden pro Glas immer 2 Klammern benötigt. </span><b data-mce-fragment=""1"">Rostfrei.</b></p>
<p><span>Geeignet für </span><b>Handwäsche und Spülmaschine. Backofenfest.<span> </span></b><span>Temperaturbeständig von -30° bis 180° Celsius. Wie alles aus Metall </span><b>nicht für die Mikrowelle</b><span> geeignet.</span></p>
<ul>
<li class=""last"">
<b>Passend für</b>: WeckGläser und Flaschen mit einer Mündung von 40mm (RR40), 60mm (RR60), 80mm (RR80), 100mm (RR100) und 120mm (RR120).</li>
</ul>",Weck,Aufbewahrung,"<10Fr., Haushalt, werbung1222",2021-06-22 15:27:54 +0200,2024-08-10 17:16:59 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/WeckKlammern.jpg?v=1690540557,1,40422513475733,Title,Default Title,,,18406,4011162090552,,2.99,3.5,94,,,Unisex,Weck,Erwachsen,,,,,,,,,Nonfood,Küche & Bar,Aufbewahrung,Kordeln / Bänder / Klammern,Küche & Bar,Aufbewahrung,Kordeln & Klammern
6963321110677,kerzen-klebwachs,Kerzen Klebwachs,Du hast Fragen zum Produkt? Unser Outlet King Team hilft dir gerne weiter. Kontaktiere uns oder besuche uns direkt in Spiez - im grössten Warenhaus der Schweiz. Wir freuen uns auf dich.,Balthasar,Dekoration,"4Seasons, <10Fr., Demo, Kerzen",2021-07-06 11:36:42 +0200,2024-08-10 17:51:20 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/6921501_001.jpg?v=1697113945,1,40539868102805,Title,Default Title,,,420250,7610054202898,,2.9,,49,,,Unisex,Balthasar,Erwachsen,,,,,,,,,Nonfood,Wohnen,Dekoration,Kerzen,Wohnen,Dekoration,Kerzen
6936810455189,weck-einkochringe-54x67-60mm-10-stuck,"Weck Einkochringe 54x67, 60mm 10 Stück","<p><span data-mce-fragment=""1"">Roter Gummiring aus Naturkautschuk. BPA frei. Frei von fossilen Rohstoffen. Geeignet für Rundrandgläser (WECK System) mit entsprechendem ""RR"" Durchmesser. Zum Einkochen werden zusätzlich Klammern benötigt.</span></p>
<p>Geeignet für Spülmaschine, Backofen und Mikrowelle. Temperaturbeständig von -30° bis 120°Celsius.<br>Ergebnis eigener Testreihen, jeweils mindestens 30 Minuten:</p>
<ul class=""reinigung"">
<li class=""first"">Sehr gut bestanden: In Mikrowelle und Spülmaschine</li>
<li>Sehr gut bestanden: -30°Celsius Grad im Tiefkühler</li>
<li>Sehr gut bestanden: 100°Celsius Grad im Wasserbad</li>
<li>Sehr gut bestanden: 100°Celsius Grad im EInkochautomat</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Schnellkochtopf</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Ofen</li>
<li class=""last"">Nicht bestanden: 130°Celsius Grad im Ofen</li>
</ul>",Weck,Aufbewahrung,"<10Fr., Marke_Weck, Produkteart_Aufbewahrung",2021-06-23 12:20:34 +0200,2024-08-10 17:51:20 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/WeckEinkochringe60mm.jpg?v=1690540560,1,40432233676949,Title,Default Title,,,E60,4011162054110,,1.49,,407,,,Unisex,Weck,Erwachsen,,,,,,,,,Nonfood,Küche & Bar,Aufbewahrung,Lebensmittel- / Getränkebehälter,Küche & Bar,Aufbewahrung,Lebensmittel & Getränkebehälter
7070911987861,dekozweig-21,Dekozweig,"<p>Indoor, Plastik, Gold,</p>",Boltze,Dekoration,"4S, <10Fr., Glamours Christmas, Saison",2021-08-26 10:01:02 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/dekozweig-outlet-schweiz-outletking-ch-1_e1716b59-279e-4ba8-b660-71f44dd849fa.jpg?v=1697116537,1,40965529338005,Title,Default Title,,,2006193,4020607808409,,4.9,,23,,,Unisex,Boltze,Erwachsen,,,"Dekozweig , 2 sort., Farn, Indoor, Plastik, Gold",,Kunststoff,,,,Nonfood,Wohnen,Dekoration,Künstliche Pflanzen,Wohnen,Dekoration,Künstliche Pflanzen
7070911987861,dekozweig-21,Dekozweig,,Boltze,Dekoration,"4S, <10Fr., Glamours Christmas, Saison",2021-08-26 10:01:02 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/dekozweig-outlet-schweiz-outletking-ch-2_76936461-5786-48d3-8a03-1778cc9bb7c5.jpg?v=1697116539,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070911987861,dekozweig-21,Dekozweig,,Boltze,Dekoration,"4S, <10Fr., Glamours Christmas, Saison",2021-08-26 10:01:02 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/dekozweig-outlet-schweiz-outletking-ch-3_685914df-57a2-4ffb-9c73-edd4b964edbf.jpg?v=1697116542,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070911987861,dekozweig-21,Dekozweig,,Boltze,Dekoration,"4S, <10Fr., Glamours Christmas, Saison",2021-08-26 10:01:02 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/dekozweig-outlet-schweiz-outletking-ch-4_3a12c65a-eee5-4320-90a5-dd14246e3e2e.jpg?v=1697116545,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070911987861,dekozweig-21,Dekozweig,,Boltze,Dekoration,"4S, <10Fr., Glamours Christmas, Saison",2021-08-26 10:01:02 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/dekozweig-outlet-schweiz-outletking-ch-5_8f9c7901-40eb-4ef7-9fdc-af6b5dd8cc94.jpg?v=1643320593,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7088270442645,handcreme-precious-jasmine,Handcreme Precious Jasmine,"<div>Jasmine Handcreme 30 ml Panier des Sens</div>
<div> </div>
<div>Diese seidige Creme hilft Ihre Haut zu nähren und zu schützen. Ein ultimatives Schönheitsritual welches für die tägliche Anwendung - dank Olivenöl - die Hände weich und geschmeidig hält.</div>
<div>Formuliert mit 96% Zutaten natürlichen Ursprungs.</div>
<div> </div>
<div>30ml (1 fl.oz.) REF - </div>
<div>DIE ABSOLUE</div>
<div>Im Herzen von Blumenland, mit Blick auf die Französische Riviera, ist Grasse als die Welthauptstadt der Parfümerie anerkannt. Es ist für die Qualität seiner Essenzen und Kreationen bekannt. PANIER DES SENS feiert die Parfümerie von Grasse und seiner traditionellen Fähigkeiten, mit einer neuen Kollektion basiert auf Parfüm Absolue.</div>
<div> </div>
<div>Echte High-End-Parfümerie, ein Absolue ist das wertvollste Öl des pflanzlichen Rohstoffs. Absolues sind duftende natürliche hochkonzentrierte Pflanzenextrakte, durch die extraktiven Wirkung eines organischen Lösungsmittels aus einer Pflanze hergestellt. Die Extraktion beginnt mit der Mazeration (lateinisch macerare „einweichen"") der Pflanze, um zu erhalten, was als Konzentrat bekannt ist. Dieses solide Konzentrat wird dann geschmolzen, in Alkohol gelöst, die unlöslichen Wachse entfernt, währenddem die Pigmente und Essenzen erhalten bleiben. Der letzte Schritt zielt darauf ab, den Alkohol aus der parfümierten Substanz zu trennen: das Ergebnis ist ein Absolue - eine dichte, kostbare und hochkonzentrierte Flüssigkeit.</div>
<div> </div>
<div>Lassen Sie diese Poesie von Grasse auf eine Reise nehmen und genießen Sie begeister die Provence dank einer ganzen Sammlung von Wellness-Produkten.</div>
<div>In Marseille, weltbekannt für seine Qualitätsseife, werden die Seifen nach altbewährter Herstellung und mit einem Gehalt von mindestens 72% pflanzlicher Öle, ohne Farbstoffe und syntethische Tenside produziert. Dieses einzigartige Know-how ist das Fundament, auf dem PANIER DES SENS seine Produkte entwickelt: Die natürlichen Formulierungen sind reich an pflanzlichen Wirkstoffen und ätherischen Ölen. Eine komplette Produktlinie bestehend aus Bath &amp; Body Hautpflege und Düften, die seit nun mehr als 10 Jahren entwickelt sind, basierend auf traditioneller Seifenherstellung und Pflanzen aus der Provence und dem Mittelmeer.</div>
<div> </div>
<div>Unsere Liebe zur Natur hat uns bewusst gemacht, Verantwortung für die Umwelt zu übernehmen und ökonomische, ökologische und soziale Verpflichtungen einzugehen. PANIER DES SENS beteiligt sich seit 2009 an der EVADD, eine kollektive Initiative für nachhaltige Entwicklung in Partnerschaft mit der AFNOR Gruppe.</div>
<div> </div>
<div>Produkt-Charta: In Anbetracht des Engagements bei der Produkteentwicklung, die sowohl effektiv als auch umweltfreundlich ist, verwendet Panier des Sens nur natürliche Zutaten anstelle von sythetischen Inhaltsstoffen. Unsere Produkte sind reich an Wirkstoffen und ätherischen Ölen und garantiert frei von:</div>
<div>- Paraben</div>
<div>- Phenoxyethanol</div>
<div>- Aluminium</div>
<div>- Ethanolamine</div>
<div>- Silikone</div>
<div>Im Weiteren garantieren wir, dass keines unserer Produkte an Tieren getestet wird.</div>",Laroma,Hautpflegeprodukte,"<10Fr., Everyday",2021-09-03 16:57:45 +0200,2024-08-10 23:11:52 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/270406-Jasmine-Handcreme-30-ml-Panier-des-Sens-1.jpg?v=1697119408,1,41025803419797,Title,Default Title,,,270406,3760062887830,,6.9,,24,,,Unisex,Laroma,Erwachsen,,,,,,,,,Nonfood,Beauty,Hautpflegeprodukte,Einreibemittel / Salben,Beauty,Hautpflegeprodukte,Einreibemittel & Salben
7066387808405,blechteller-20cm,"Blechteller ,20cm",Du hast Fragen zum Produkt? Unser Outlet King Team hilft dir gerne weiter. Kontaktiere uns oder besuche uns direkt in Spiez - im grössten Warenhaus der Schweiz. Wir freuen uns auf dich.,Balthasar,Dekoration,"4Seasons, <10Fr., Demo, Everyday",2021-08-24 15:02:08 +0200,2024-08-10 20:15:40 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/download_81ecbf9b-25da-4f4f-92d3-de425ece00c8.jpg?v=1697115860,1,40950963372181,Grösse,20 cm,,,441104.036,7610054149919,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/download_81ecbf9b-25da-4f4f-92d3-de425ece00c8.jpg?v=1697115860,9.9,,98,,,Unisex,Balthasar,Erwachsen,,,,,,,,,Nonfood,Wohnen,Dekoration,Dekoration,Wohnen,Dekoration,Dekoration
7070930043029,weihnachtskugel-santas,Weihnachtskugel Santa's,"<p>3 sort., Thekendisplay, D 8,00</p>
<p><span>Pro Einheit wird eine Weihnachtskugel </span><span>geliefert</span><span>.</span></p>",Boltze,Dekoration,"4S, <10Fr., Produkteart_Wohnen & Dekoration, Saison, Santas Home",2021-08-26 10:16:48 +0200,2024-08-10 21:17:57 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/2012136_W_H_1.jpg?v=1690541002,1,40965604901013,Title,Default Title,,,2012136,4020607894112,,5.9,,30,,,Unisex,Boltze,Erwachsen,Santa's,,"Weihnachtskugel Santa's Home, 3 sort., Thekendisplay, D 8,00",,Glas lackiert,,,,Nonfood,Wohnen,Dekoration,Saisondekorationen,Wohnen,Dekoration,Saisondekorationen
7066073563285,hubba-bubba-erdbeer,Hubba Bubba Erdbeer,"<p>Mega Lang</p>
<table class=""detailtable description"">
<tbody>
<tr>
<td><strong>Brennwert:</strong></td>
<td>
<b itemprop=""calories"">291,0 kcal</b><span> </span>/<span> </span><span>1.218,0 kJ</span>
</td>
<td>
<b>29,1 kcal</b><span> </span>/<span> </span><span>121,8 kJ</span>
</td>
</tr>
<tr>
<td>Eiweiß:</td>
<td itemprop=""proteinContent"">0,0 g</td>
<td>0,0 g</td>
</tr>
<tr>
<td>Kohlenhydrate:</td>
<td itemprop=""carbohydrateContent"">72,2 g</td>
<td>7,2 g</td>
</tr>
<tr>
<td>davon Zucker:</td>
<td>68,9 g</td>
<td>6,9 g</td>
</tr>
<tr>
<td><b>Fett:</b></td>
<td><b itemprop=""fatContent"">0,0 g</b></td>
<td><b>0,0 g</b></td>
</tr>
<tr>
<td>Broteinheiten:</td>
<td>6,0 g</td>
<td>0,6 g</td>
</tr>
</tbody>
</table>",Hubba Bubba,Süsswaren,"<10Fr., s1",2021-08-24 10:37:46 +0200,2024-08-10 20:15:40 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/54477-01_1_jpg.webp?v=1652955816,1,40949523382421,Title,Default Title,,,SK40949523382421,4009900381352,,2.99,,32,,,Unisex,Hubba Bubba,Erwachsen,,,,,,,,,Food,Lebensmittel & Getränke,Süsswaren,Kaugummi,Lebensmittel & Getränke,Süsswaren,Kaugummi
6934131671189,weck-einkochringe-94x108-100mm-10-stuck,"Weck Einkochringe 94x108, 100mm 10 Stück","<p><span>Roter Gummiring aus Naturkautschuk. BPA frei. Frei von fossilen Rohstoffen. Geeignet für Rundrandgläser (WECK System) mit entsprechendem ""RR"" Durchmesser. Zum Einkochen werden zusätzlich Klammern benötigt.</span></p>
<p>Geeignet für Spülmaschine, Backofen und Mikrowelle. Temperaturbeständig von -30° bis 120°Celsius.<br>Ergebnis eigener Testreihen, jeweils mindestens 30 Minuten:</p>
<ul class=""reinigung"">
<li class=""first"">Sehr gut bestanden: In Mikrowelle und Spülmaschine</li>
<li>Sehr gut bestanden: -30°Celsius Grad im Tiefkühler</li>
<li>Sehr gut bestanden: 100°Celsius Grad im Wasserbad</li>
<li>Sehr gut bestanden: 100°Celsius Grad im EInkochautomat</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Schnellkochtopf</li>
<li>Sehr gut bestanden: 120°Celsius Grad im Ofen</li>
<li class=""last"">Nicht bestanden: 130°Celsius Grad im Ofen</li>
</ul>",Weck,Aufbewahrung,"<10Fr., Marke_Weck, Produkteart_Aufbewahrung, werbung1222",2021-06-22 15:34:39 +0200,2024-08-10 17:16:59 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/WeckEinkochringe100mm.jpg?v=1690540557,1,40422550634645,Title,Default Title,,,E100,4011162094109,,1.69,,288,,,Unisex,Weck,Erwachsen,,,,,,,,,Nonfood,Küche & Bar,Aufbewahrung,Lebensmittel- / Getränkebehälter,Küche & Bar,Aufbewahrung,Lebensmittel & Getränkebehälter
7166095523989,pure-2-improve-headbands-set-of-3pcs,Pure 2 Improve Headbands Set Of 3Pcs,"<p>Head Bands, set of 3 pieces in black, neon pink and neon yellow. The elastic P2I hair bands are suitable for all sizes and wear comfortably. With P2I logo print in reflective material.</p>",ACM,Zubehör & Geräte,"<10Fr., Marke_ACM, Marke_Pure2Improve, mb21, Produkteart_Fitness & Running",2021-10-06 13:17:39 +0200,2024-08-08 10:53:14 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/Capture_7336a46f-4a55-4fb2-ae92-86a33b2d32d8-388007.jpg?v=1690541845,1,41266485297301,Title,Default Title,,,P2I320000,8719407045706,,8.99,16,25,,,Unisex,ACM,Erwachsen,,,,,,,,,Hartware,Fitness / Training,Zubehör / Geräte,sonst.,Running & Fitness,Zubehör & Geräte,sonstige Zubehör/Geräte
6971077165205,alubehalter-fur-stabkerzen,Alubehälter für Stabkerzen,<p>Du hast Fragen zum Produkt? Unser Outlet King Team hilft dir gerne weiter. Kontaktiere uns oder besuche uns direkt in Spiez - im grössten Warenhaus der Schweiz. Wir freuen uns auf dich.</p>,Outlet King Spiez,Dekoration,"4Seasons, <10Fr., Demo, Kerzen, s2",2021-07-10 14:59:28 +0200,2024-08-15 16:08:15 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/12686_1_stabkerzen_kappen.1550065596.jpg?v=1690540638,1,40569633046677,Title,Default Title,,,SK40569633046677,8711295031946,,1.9,,83,,,Unisex,,Erwachsen,,,,,,,,,Nonfood,Wohnen,Dekoration,Kerzen,Wohnen,Dekoration,Kerzen
6953069871253,besto-econ-rettungsweste-erwachsen,Besto Econ Rettungsweste Erwachsen,"<h3 data-mce-fragment=""1""><span data-mce-fragment=""1"">Auftrieb 100 N‌‌</span></h3>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Die Besto Rettungsweste mit einem Auftrieb von 100N ist der perfekte Begleiter für Dich und deine Wasserabenteuer. Egal ob im See oder auf dem Boot. Die Schwimmweste ist stets ein treuer und sicherer Begleiter. Die Rettungsweste von Besto ist aus langlebigem Schaumstoff gefertigt. Sie verfügt über einen grossen Kragen und sorgt mit der knalligen Farbe und den Reflektoren für gute Sichtbarkeit. Sicherheit geht vor - das ist hier die Devise!</span></p>
<h3 data-mce-fragment=""1"" class=""data item"">Zusätzliche Informationen</h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Mit Reflexstreifen</li>
<li data-mce-fragment=""1"">Gurt</li>
<li data-mce-fragment=""1"">Signalpfeiffe</li>
</ul>
<h3 data-mce-fragment=""1"">Grössentabelle</h3>
<table data-mce-fragment=""1"" height=""39"" width=""110"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">
<div data-mce-fragment=""1"">Grösse</div>
</td>
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">Körpergewicht in kg</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">
<p data-mce-fragment=""1"">S</p>
</td>
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">40-60</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">
<p data-mce-fragment=""1"">M</p>
</td>
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">60-70</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">
<p data-mce-fragment=""1"">L</p>
</td>
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">70-80</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">
<p data-mce-fragment=""1"">XL</p>
</td>
<td data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;"">80+</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Die Gewichtsempfehlung sollte nicht unterschritten werden, da sonst die Angaben des Auftriebs nicht mehr eingehalten werden können.<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Dieses Model ist in der Rückenpartie sehr elastisch, daher sollte eine Bestellung gemäss der Grössentabelle gut passen. </p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Handhabung auf den Seen &amp; Flüssen in der Schweiz</strong></h3>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Unterschied Rettungsweste &amp; Schwimmweste</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Die Rettungsweste, wie der Name schon sagt, soll Leben retten. Eine Rettungsweste muss einen Auftrieb von mindestens 100 - 300 N aufweisen. Sie muss zwingend einen Kragen haben, denn der dient zur Ohnmachtssicherung.</li>
<li data-mce-fragment=""1"">Die Schwimmweste hingegen hat einen Auftrieb von mindesten 50 - 100 N. Sie sind meist etwas bequemer und geben etwas mehr Bewegungsfreiheit auf dem Wasser.</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Regelung auf Seen &amp; Flüssen</strong></p>
<p data-mce-fragment=""1"">Je nach Kanton können die Bestimmungen variieren. Grundsätzlich gelten aber folgende Regelungen zum Tragen einer Schwimm- oder Rettungsweste.</p>
<p data-mce-fragment=""1"">Eine Schwimm- oder Rettungsweste muss bei allen Wassersportarten nur mitgeführt und nicht getragen werden - pro Person muss eine Weste dabei sein.</p>
<p data-mce-fragment=""1"">Unsere Empfehlung: wenn ihr die Weste dabei habt, tragt sie auch, denn Sicherheit steht an erster Stelle.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">SUP, Luftmatratzen und Co.:</strong></p>
<p data-mce-fragment=""1"">Beim SUPlen auf dem See musst du ab 300m vom Ufer weg eine Schwimmweste bei dir tragen.</p>
<p data-mce-fragment=""1"">Beim SUPlen auf dem Fluss musst du eine Schwimmweste bei dir tragen und dein SUP mit Name, Adresse und Telefonnummer versehen.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Gummiboot, Motorboot:</strong></p>
<p data-mce-fragment=""1"">Beim Böötlen auf dem See musst du eine Rettungsweste bei dir tragen.</p>
<p data-mce-fragment=""1"">Beim Böötlen auf dem Fluss musst du eine Rettungsweste bei dir tragen und dein Boot mit Name, Adresse und Telefonnummer versehen.</p>",Besto,Schwimmwesten & Rettungswesten,"ChannelSUP, L-2, Marke_Besto, mb21, NPLS22, NPLS23, OK, Produkteart_Rettungswesten, SUPBridge, Typ_Erwachsen, Zalando",2021-06-30 17:46:25 +0200,2024-08-14 20:01:06 +0200,Active,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/besto-econ-rettungsweste-erwachsen-outlet-king-spiez-527156.jpg?v=1690540635,1,40489888350357,Farbe,orange,Grösse,40-60 kg Small,20414040-S,8711497623024,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/besto-econ-rettungsweste-erwachsen-outlet-king-spiez-527156.jpg?v=1690540635,39.99,59,0,,,Unisex,Besto,Erwachsen,Econ,,,,,,,,Hartware,Segeln,Rettungswesten,Schwimmwesten Feststoff He/Uni,Wassersport,Schwimmwesten & Rettungswesten,Schwimmwesten
6953069871253,besto-econ-rettungsweste-erwachsen,Besto Econ Rettungsweste Erwachsen,,Besto,Schwimmwesten & Rettungswesten,"ChannelSUP, L-2, Marke_Besto, mb21, NPLS22, NPLS23, OK, Produkteart_Rettungswesten, SUPBridge, Typ_Erwachsen, Zalando",2021-06-30 17:46:25 +0200,2024-08-14 20:01:06 +0200,Active,,,40489888383125,Farbe,orange,Grösse,60-70 kg Medium,20414050-M,8711497623031,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/besto-econ-rettungsweste-erwachsen-outlet-king-spiez-527156.jpg?v=1690540635,39.99,59,34,,,,,,,,,,,,,,,,,,,,
6953069871253,besto-econ-rettungsweste-erwachsen,Besto Econ Rettungsweste Erwachsen,,Besto,Schwimmwesten & Rettungswesten,"ChannelSUP, L-2, Marke_Besto, mb21, NPLS22, NPLS23, OK, Produkteart_Rettungswesten, SUPBridge, Typ_Erwachsen, Zalando",2021-06-30 17:46:25 +0200,2024-08-14 20:01:06 +0200,Active,,,40489888415893,Farbe,orange,Grösse,70-80 kg Large,20414060-L,8711497623048,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/besto-econ-rettungsweste-erwachsen-outlet-king-spiez-527156.jpg?v=1690540635,39.99,59,0,,,,,,,,,,,,,,,,,,,,
6953069871253,besto-econ-rettungsweste-erwachsen,Besto Econ Rettungsweste Erwachsen,,Besto,Schwimmwesten & Rettungswesten,"ChannelSUP, L-2, Marke_Besto, mb21, NPLS22, NPLS23, OK, Produkteart_Rettungswesten, SUPBridge, Typ_Erwachsen, Zalando",2021-06-30 17:46:25 +0200,2024-08-14 20:01:06 +0200,Active,,,40489888448661,Farbe,orange,Grösse,80+ kg X-Large,20414070-XL,8711497623055,https://cdn.shopify.com/s/files/1/0492/6930/9589/products/besto-econ-rettungsweste-erwachsen-outlet-king-spiez-527156.jpg?v=1690540635,39.99,59,41,,,,,,,,,,,,,,,,,,,,
